0.024000	33.562952
0.025000	33.622937
0.026000	33.681518
0.027000	33.738732
0.028000	33.794611
0.029000	33.849189
0.030000	33.902497
0.031000	33.954565
0.032000	34.005424
0.033000	34.055104
0.034000	34.103635
0.035000	34.151047
0.036000	34.197368
0.037000	34.242628
0.038000	34.286856
0.039000	34.330080
0.040000	34.372327
0.041000	34.413625
0.042000	34.454001
0.043000	34.493481
0.044000	34.532090
0.045000	34.569853
0.046000	34.606795
0.047000	34.642938
0.048000	34.678306
0.049000	34.712921
0.050000	34.746805
0.051000	34.779978
0.052000	34.812460
0.053000	34.844272
0.054000	34.875431
0.055000	34.905957
0.056000	34.935867
0.057000	34.965178
0.058000	34.993907
0.059000	35.022069
0.060000	35.049681
0.061000	35.076756
0.062000	35.103310
0.063000	35.129357
0.064000	35.154909
0.065000	35.179980
0.066000	35.204583
0.067000	35.228728
0.068000	35.252430
0.069000	35.275697
0.070000	35.298542
0.071000	35.320975
0.072000	35.343006
0.073000	35.364646
0.074000	35.385903
0.075000	35.406787
0.076000	35.427307
0.077000	35.447471
0.078000	35.467288
0.079000	35.486766
0.080000	35.505913
0.081000	35.524737
0.082000	35.543244
0.083000	35.561442
0.084000	35.579338
0.085000	35.596939
0.086000	35.614251
0.087000	35.631280
0.088000	35.648032
0.089000	35.664514
0.090000	35.680732
0.091000	35.696690
0.092000	35.712394
0.093000	35.727850
0.094000	35.743062
0.095000	35.758036
0.096000	35.772777
0.097000	35.787289
0.098000	35.801576
0.099000	35.815644
0.100000	35.829496
0.101000	35.843137
0.102000	35.856571
0.103000	35.869802
0.104000	35.882833
0.105000	35.895670
0.106000	35.908314
0.107000	35.920770
0.108000	35.933042
0.109000	35.945133
0.110000	35.957045
0.111000	35.968784
0.112000	35.980350
0.113000	35.991749
0.114000	36.002982
0.115000	36.014053
0.116000	36.024964
0.117000	36.035719
0.118000	36.046320
0.119000	36.056770
0.120000	36.067071
0.121000	36.077226
0.122000	36.087238
0.123000	36.097109
0.124000	36.106841
0.125000	36.116437
0.126000	36.125899
0.127000	36.135229
0.128000	36.144430
0.129000	36.153503
0.130000	36.162451
0.131000	36.171276
0.132000	36.179979
0.133000	36.188564
0.134000	36.197031
0.135000	36.205383
0.136000	36.213621
0.137000	36.221747
0.138000	36.229763
0.139000	36.237672
0.140000	36.245473
0.141000	36.253170
0.142000	36.260764
0.143000	36.268256
0.144000	36.275648
0.145000	36.282941
0.146000	36.290138
0.147000	36.297239
0.148000	36.304247
0.149000	36.311161
0.150000	36.317985
0.151000	36.324719
0.152000	36.331364
0.153000	36.337922
0.154000	36.344395
0.155000	36.350783
0.156000	36.357087
0.157000	36.363310
0.158000	36.369452
0.159000	36.375514
0.160000	36.381498
0.161000	36.387405
0.162000	36.393235
0.163000	36.398991
0.164000	36.404672
0.165000	36.410280
0.166000	36.415817
0.167000	36.421283
0.168000	36.426679
0.169000	36.432006
0.170000	36.437265
0.171000	36.442457
0.172000	36.447584
0.173000	36.452645
0.174000	36.457643
0.175000	36.462577
0.176000	36.467449
0.177000	36.472259
0.178000	36.477009
0.179000	36.481699
0.180000	36.486330
0.181000	36.490903
0.182000	36.495418
0.183000	36.499878
0.184000	36.504281
0.185000	36.508629
0.186000	36.512923
0.187000	36.517164
0.188000	36.521352
0.189000	36.525487
0.190000	36.529571
0.191000	36.533605
0.192000	36.537588
0.193000	36.541523
0.194000	36.545408
0.195000	36.549245
0.196000	36.553035
0.197000	36.556779
0.198000	36.560476
0.199000	36.564127
0.200000	36.567733
0.201000	36.571295
0.202000	36.574814
